ID,City,Country,Latitude,Longitude,Elevation (m),Elevation (ft),Max Temp (F),Adj Temp (F),Humidity (%),Wind Speed (mph),Cloudiness (%),Date
255,Iwanai,JP,42.97,140.51,10.29697514,33.7827279,60.36,60.47823955,100,2.84,92,1538015929
256,Isangel,VU,-19.55,169.27,0,0,68.46,68.46,100,21.63,92,1538015929
257,Boyolangu,ID,-8.09,111.9,87.93204498,288.4909705,86.01,87.0197184,46,6.2,0,1538015929
258,Chokurdakh,RU,70.62,147.9,30.18990135,99.04823595,36.87,37.21666883,95,16.71,92,1538015876
259,Palmer,US,61.6,-149.11,70.85404205,232.4607753,55.94,56.75361271,71,4.7,1,1538013360
260,Haines Junction,CA,60.75,-137.51,594,1948.81896,40.2,47.02086636,60,1.83,36,1538015893
261,Mega,ET,4.06,38.32,1710.865723,5613.076698,60.36,80.00576844,97,7.43,92,1538015930
262,Sao Joao Da Barra,BR,-21.64,-41.05,8,26.24672,74.85,74.94186352,97,30.91,0,1538015910
263,Araouane,ML,18.9,-3.53,271.1693115,889.663124,76.56,79.67382093,36,2.95,0,1538015930
264,Kolpny,RU,52.23,37.04,182.8026733,599.7463228,41.91,44.00911213,69,19.28,92,1538015931
265,Rawson,AR,-43.3,-65.11,9.689777374,31.7906092,42.36,42.47126713,68,10.56,76,1538015931
266,Wattegama,LK,7.35,80.68,489.6489868,1606.459982,75.84,81.46260994,94,3.96,44,1538015931
267,Hofn,IS,64.25,-15.21,0,0,40.92,40.92,100,8.66,12,1538015931
268,Mosetse,BW,-20.64,26.64,1000.256226,3281.680635,66.75,78.23588222,30,7.31,0,1538015932
269,Corner Brook,CA,48.95,-57.95,14.96444416,49.09594698,60.8,60.97183581,82,11.41,90,1538013600
270,Manoel Urbano,BR,-8.84,-69.26,165.9659882,544.5078526,81.6,83.50577748,65,3.62,0,1538015932
271,Karratha,AU,-20.74,116.85,31.21186447,102.4011334,99.6,99.95840397,10,6.98,0,1538015918
272,Vao,NC,-22.67,167.48,75.80432892,248.7018745,69.63,70.50045656,100,22.08,12,1538015933
273,Bethel,US,60.79,-161.76,0,0,55.04,55.04,59,12.75,90,1538013180
274,The Valley,AI,18.22,-63.06,26.54723358,87.09722582,82.4,82.70484029,78,13.87,20,1538013600
275,Salinas,EC,0.49,-78.13,1621.19397,5318.878024,49.65,68.26607308,100,1.16,56,1538015934
276,Khromtau,KZ,50.26,58.44,429.3312378,1408.567098,57.3,62.22998484,43,12.91,80,1538015934
277,Belen,PY,-23.47,-57.26,99.08711243,325.0889619,77.19,78.32781137,77,3.62,36,1538015934
278,Barranca,PE,-10.75,-77.76,59.5772438,195.4634046,60.45,61.13412192,100,8.21,36,1538015934
279,Lingyuan,CN,41.24,119.4,397.8088989,1305.147348,65.85,70.41801572,56,9.44,0,1538015935
280,Grand-Lahou,CI,5.24,-5,67.39061737,221.0978331,75.84,76.61384242,90,4.41,92,1538015935
281,Port Hardy,CA,50.7,-127.42,0,0,60.8,60.8,59,11.41,40,1538013600
282,Babaeski,TR,41.43,27.09,63.13866806,207.1478677,54.51,55.23501754,57,17.49,48,1538015936
283,Saldanha,ZA,-33.01,17.94,16.07754135,52.74784077,57.2,57.38461744,93,10.29,88,1538013600
284,Sao Filipe,CV,14.9,-24.5,60.35427094,198.0127063,78.45,79.14304447,97,8.21,80,1538015936
285,Santana,RO,46.35,21.5,108.5928879,356.2758903,33.8,35.04696562,100,1.95,0,1538013600
286,Fairbanks,US,64.84,-147.72,135.485672,444.5068121,50,51.55577384,64,4.7,90,1538013480
287,Mikhaylovka,RU,52.96,103.29,528.444458,1733.741716,44.43,50.498096,84,8.1,48,1538015937
288,Nagato,JP,34.35,131.14,320.4927368,1051.485391,75.2,78.88019887,60,8.05,40,1538013600
289,Luena,AO,-11.78,19.91,1345.468994,4414.268495,69.36,84.80993973,74,2.62,100,1538015937
290,Den Helder,NL,52.96,4.76,3.526455879,11.56973751,62.6,62.64049408,93,5.82,0,1538015100
291,Preveza,GR,38.96,20.75,10.62222195,34.84981065,64.4,64.52197434,42,24.16,20,1538013000
292,Oranjemund,NA,-28.55,16.43,25.04888916,82.18139751,55.95,56.23763489,98,10.22,0,1538015938
293,Rudnaya Pristan,RU,44.36,135.82,0,0,56.85,56.85,65,4.18,92,1538015938
294,Salamanca,ES,40.97,-5.66,805.5432129,2642.858395,55.4,64.65000438,87,7.2,0,1538015400
295,Quatre Cocos,MU,-20.21,57.76,42.70302963,140.1018077,71.6,72.09035633,78,11.41,40,1538013600
296,Thinadhoo,MV,0.53,72.93,-404.4869995,-1327.057127,80.61,75.96530005,100,22.19,48,1538015939
297,Hualmay,PE,-11.1,-77.61,42.24533463,138.6001837,55.5,55.98510064,91,4.74,20,1538015939
298,Shyroke,UA,47.96,38.23,152.6700287,500.8859369,33.27,35.02310078,84,6.31,0,1538015940
299,Dryden,CA,49.79,-92.84,366,1200.78744,41,45.20275604,93,3.36,90,1538013600
300,Ola,RU,59.58,151.3,7,22.96588,59,59.08038058,62,2.24,0,1538013600
301,Evensk,RU,61.92,159.24,2,6.56168,44.88,44.90296588,100,6.42,8,1538015913
302,Shingu,JP,33.72,135.99,7.792495251,25.56593012,64.4,64.48948076,93,9.17,75,1538013600
303,Nanyang,CN,33,112.53,133.1146698,436.7279333,69.18,70.70854777,84,5.19,56,1538015941
304,Naze,JP,28.37,129.48,252.3103333,827.7898337,82.4,85.29726442,78,28.86,75,1538013600
305,Manavalakurichi,IN,8.13,77.3,0,0,82.4,82.4,78,8.05,40,1538015400
306,Nargana,PA,9.44,-78.59,0,0,80.16,80.16,100,8.21,68,1538015942
307,Baculin,PH,7.45,126.58,24.57539177,80.62792833,85.29,85.57219775,80,13.69,0,1538015942
308,Zyryanovsk,KZ,49.74,84.27,457.5013428,1500.988705,46.68,51.93346047,71,2.95,0,1538015942
309,Massakory,TD,13,15.73,286.8213501,941.0149583,71.52,74.81355235,78,2.84,0,1538015943
310,Buraydah,SA,26.33,43.97,614.788269,2017.021945,87.8,94.85957681,27,6.93,0,1538013600
311,Katsuura,JP,33.93,134.5,38.9287262,127.7189221,69.8,70.24701623,83,5.82,75,1538013600
312,Katpadi,IN,12.98,79.14,219.5058746,720.1636537,78.72,81.24057279,88,2.73,12,1538015944
313,Carroll,US,42.07,-94.87,388.1199951,1273.359605,55.4,59.85675862,71,4.7,1,1538014500
314,Maniitsoq,GL,65.42,-52.9,44.15235901,144.8568255,35.52,36.02699889,100,19.95,88,1538015894
315,White Rock,CA,49.02,-122.8,35.43149185,116.2450557,60.8,61.2068577,87,4.29,1,1538015700
316,Jeremie,HT,18.65,-74.12,30.09918404,98.75060695,79.26,79.60562712,100,3.18,20,1538015944
317,Vuktyl,RU,63.86,57.31,99.00533295,324.8206565,38.4,39.5368723,89,6.64,0,1538015945
318,Matamoros,MX,25.53,-103.23,1117,3664.69828,86,98.82644398,35,4.7,40,1538012520
319,Calvinia,ZA,-31.47,19.78,985,3231.6274,33.54,44.8506959,77,1.95,0,1538015945
320,Geraldton,AU,-28.77,114.6,0,0,69.8,69.8,46,16.11,0,1538013600
321,Acapulco,MX,16.86,-99.88,16.67025566,54.69244158,82.4,82.59142355,74,2.24,40,1538012400
322,Erzin,RU,50.26,95.16,1103.364502,3619.962393,39.3,51.96986837,99,3.74,92,1538015946
323,Fortuna,US,40.6,-124.16,25.87536621,84.89293648,50,50.29712528,100,3.36,90,1538013300
324,Ambon,ID,-3.7,128.18,9.317364693,30.56878278,86,86.10699074,66,4.7,40,1538011800
325,Qaqortoq,GL,60.72,-46.03,51.22425461,168.0585835,37.4,37.98820504,59,8.05,75,1538013000
326,Peterhead,GB,57.51,-1.8,20.01600075,65.66929589,60.8,61.02984254,67,16.11,32,1538014800
327,Awjilah,LY,29.14,21.3,50.59822083,166.0046668,71.07,71.65101633,80,3.62,8,1538015947
328,Khasan,RU,42.43,130.64,30.08799934,98.71391177,64.95,65.29549869,89,2.62,0,1538015947
329,Warman,CA,52.32,-106.58,512.7618408,1682.289558,44.6,50.48801345,65,9.17,40,1538013600
330,Jais,IN,26.27,81.55,108.7955551,356.940809,78.09,79.33929283,100,2.39,88,1538015948
331,Kawalu,ID,-7.38,108.21,326.8103943,1072.212614,81.15,84.90274415,38,3.06,0,1538015904
332,Santa Rosa,AR,-36.62,-64.29,177,580.70868,48.3,50.33248038,95,10.33,92,1538015826
333,Vilhena,BR,-12.74,-60.15,590.2738037,1936.593906,73.95,80.72807867,90,1.95,12,1538015949
334,Banyo,CM,6.75,11.81,1083.376343,3554.38444,63.78,76.22034554,98,4.41,76,1538015949
335,Chalmette,US,29.94,-89.96,1.279343247,4.1973205,78.08,78.09469062,100,2.39,90,1538014500
336,San Policarpo,PH,12.18,125.51,9.85140419,32.32088092,86.28,86.39312308,82,18.61,12,1538015949
337,Arman,RU,59.7,150.17,18,59.05512,59,59.20669292,62,2.24,8,1538013600
338,Hasaki,JP,35.73,140.83,7.761064053,25.46280939,64.4,64.48911983,88,13.87,75,1538014680
339,Eureka,US,40.8,-124.16,21.05288506,69.07114741,50,50.24174902,100,2.39,90,1538013300
340,Kantang,TH,7.42,99.52,3.920115471,12.86127164,84.2,84.24501445,79,2.24,40,1538013600
341,Kokopo,PG,-4.34,152.27,3.498666763,11.47856586,82.41,82.45017498,97,14.03,32,1538015951
342,Hambantota,LK,6.12,81.12,0.504149318,1.654033248,79.8,79.80578912,100,9.89,76,1538015951
343,Altamira,BR,-3.2,-52.21,98.78662109,324.1030979,78.81,79.94436084,87,6.08,32,1538015951
344,San Juan,AR,-31.54,-68.53,640.5205688,2101.445503,51.45,58.80505926,70,7.99,92,1538015923
345,Praya,ID,-8.71,116.27,100.748558,330.5398992,86,87.15688965,51,6.93,20,1538013600
346,Half Moon Bay,US,37.46,-122.43,24.76271248,81.24249761,84.02,84.30434874,100,3.36,90,1538013360
347,Shieli,KZ,44.18,66.74,152.0417786,498.8247488,57.48,59.22588662,46,10,0,1538015952
348,Sestri Levante,IT,44.27,9.41,27.89245796,91.51069178,62.6,62.92028742,45,8.05,0,1538013000
349,General Artigas,PY,-26.93,-56.22,138.6195526,454.788573,68,69.59176001,88,2.24,90,1538013600
350,Rio Rancho,US,35.27,-106.63,1585.905762,5203.103059,66.92,85.13086071,52,5.82,20,1538014500
351,Praia Da Vitoria,PT,38.73,-27.07,42.2383461,138.5772554,73.4,73.88502039,88,21.07,75,1538013600
352,Helong,CN,25.94,116.13,210.5365753,690.7368178,76.83,79.24757886,61,3.4,0,1538015953
353,Ossora,RU,59.24,163.07,4.95053196,16.24190327,43.17,43.22684666,95,22.08,0,1538015953
354,Guerrero Negro,MX,27.97,-114.04,3.264889002,10.71157843,70.98,71.01749052,78,8.99,0,1538015896
355,Moree,AU,-29.46,149.84,210.5511169,690.7845265,74.31,76.72774584,67,3.96,0,1538015954
356,Isilkul,RU,54.9,71.26,124.9051361,409.7937667,53.43,54.86427818,70,7.2,0,1538015954
357,Jiuquan,CN,39.73,98.49,1485.006226,4872.067825,43.08,60.13223739,69,5.19,0,1538015954
358,Aksarka,RU,66.56,67.8,27.51517677,90.27289256,44.7,45.01595512,91,18.39,12,1538015954
359,Yerbogachen,RU,61.28,108.01,284.47995,933.333199,46.59,49.8566662,94,3.74,88,1538015955
360,Hisor,TJ,38.53,68.55,810.5128784,2659.163072,57.2,66.50707075,58,2.24,90,1538013600
361,Srednekolymsk,RU,67.46,153.71,19.20132446,62.99647335,35.25,35.47048766,77,3.4,80,1538015827
362,Nazca,PE,-14.83,-74.94,582.4942017,1911.070277,50.82,57.50874597,92,2.51,0,1538015955
363,Bardiyah,LY,31.76,25.09,57.31875229,188.0536553,71.07,71.72818779,100,1.39,100,1538015956
364,Havre-Saint-Pierre,CA,50.23,-63.6,0,0,59,59,100,17.22,90,1538014500
365,Bonthe,SL,7.53,-12.5,0.762074053,2.500243037,71.79,71.79875085,100,2.73,88,1538015956
366,Narsaq,GL,60.91,-46.05,1.743739247,5.720929472,37.4,37.42002325,59,8.05,75,1538013000
367,Fort-Shevchenko,KZ,44.51,50.26,-20.73574829,-68.03067242,60.45,60.21189265,100,18.84,88,1538015957
368,Carutapera,BR,-1.2,-46.02,17.48113823,57.35281755,79.44,79.64073486,84,10.89,88,1538015957
369,La Ronge,CA,55.1,-105.3,372,1220.47248,35.6,39.87165368,100,4.7,75,1538013600
370,Sisimiut,GL,66.94,-53.67,5.3403759,17.52091887,27.06,27.12132322,100,2.95,76,1538015957
371,Mut,TR,36.64,33.44,322.2648926,1057.29955,45.69,49.39054843,83,3.62,0,1538015958
372,Price,US,39.6,-110.81,1695.823853,5563.726728,64.94,84.41304355,7,13.87,1,1538013180
373,Shanhetun,CN,44.7,127.2,192.5200043,631.6273308,63.96,66.17069566,87,4.41,0,1538015958
374,Sipe Sipe,BO,-17.45,-66.36,2590.509277,8499.046457,60.8,90.5466626,38,6.93,75,1538013600
375,Mehamn,NO,71.03,27.85,40.32444382,132.2980483,36.87,37.33304317,97,14.03,92,1538015959
376,Olga,RU,43.74,135.29,0,0,57.21,57.21,66,2.95,92,1538015959
377,Folkestone,GB,51.08,1.18,33.23753738,109.0470422,50,50.38166465,100,5.82,0,1538015400
378,Trofors,NO,65.54,13.39,55,180.4462,44.6,45.2315617,70,6.93,92,1538014800
379,Vada,IN,19.65,73.13,45,147.6378,82.4,82.9167323,88,4.7,75,1538013600
380,Haga,NO,60.05,11.38,142.8247681,468.5852121,45.33,46.97004824,59,6.2,20,1538015960
381,Darhan,MN,49.49,105.92,681.0065918,2234.273667,40.65,48.46995783,83,14.03,80,1538015960
382,Miandrivazo,MG,-19.53,45.46,85.493927,280.4918955,63.96,64.94172163,86,2.73,12,1538015961
383,Berlevag,NO,70.86,29.09,3.003159761,9.852886672,31.65,31.6844851,100,8.55,64,1538015869
384,Zaraza,VE,9.35,-65.33,64.95022583,213.0912989,79.26,80.00581955,83,10.89,8,1538015961
385,Ulaanbaatar,MN,47.92,106.92,1302.817261,4274.334982,39.2,54.16017244,86,20.13,75,1538015400
386,Williamsport,US,41.25,-77,168.5053711,552.8391617,66.02,67.95493707,83,5.97,1,1538013240
387,Kargat,RU,55.19,80.28,133.0589294,436.5450581,56.31,57.8379077,76,4.52,12,1538015961
388,Marawi,SD,18.48,31.82,259.1053467,850.0831856,78.18,81.15529115,32,9.66,0,1538015962
389,Aripuana,BR,-9.17,-60.63,142.5660706,467.7364669,76.47,78.10707763,88,1.16,36,1538015962
390,Labytnangi,RU,66.66,66.39,50.66133499,166.2117343,43.8,44.38174107,91,16.26,48,1538015962
391,Yamada,JP,36.58,137.08,131.0747375,430.0352419,69.8,71.30512335,77,1.12,75,1538013600
392,Pavlodar,KZ,52.28,76.96,128.5368958,421.7089891,48.2,49.67598146,93,2.24,0,1538013600
393,Pisco,PE,-13.71,-76.2,22,72.17848,64.4,64.65262468,77,14.99,90,1538013600
394,Netarhat,IN,23.45,84.31,584.1705322,1916.570049,81.42,88.12799517,77,3.96,0,1538015963
395,Pudozh,RU,61.81,36.54,54.10488892,177.5094838,45.69,46.31128319,97,17.38,100,1538015963
396,Bull Savanna,JM,17.89,-77.59,282.7328796,927.6013408,74.85,78.09660469,88,4.41,0,1538015964
397,Verkh-Usugli,RU,52.7,115.17,863.1704102,2831.924008,57.66,67.57173403,43,10.11,48,1538015964
398,Yumen,CN,40.29,97.04,1508.565308,4949.361404,50.64,67.96276491,44,4.52,0,1538015964
399,Kalcheva,UA,45.73,28.81,79.51377869,260.8719857,33.63,34.54305195,89,2.95,8,1538015964
400,Porto Novo,CV,17.02,-25.06,23.65764236,77.61693938,77,77.27165929,88,5.82,75,1538013600
401,Walvis Bay,NA,-22.95,14.51,4.179769039,13.71315345,48.2,48.24799604,87,5.82,0,1538013600
402,Dong Xoai,VN,11.53,106.92,91.56622314,300.4141275,82.14,83.19144945,90,3.62,32,1538015965
403,Kattivakkam,IN,13.22,80.32,6.020444393,19.75211478,86,86.0691324,74,4.7,40,1538015400
404,Klaksvik,FO,62.23,-6.59,0,0,44.6,44.6,93,2.24,92,1538014800
405,Hervey Bay,AU,-25.3,152.85,24.90423775,81.70681937,72.78,73.06597387,82,9.1,0,1538015966
406,Port-Cartier,CA,50.03,-66.88,27.90384674,91.54805654,53.6,53.9204182,100,23.53,90,1538014320
407,Chippewa Falls,US,44.94,-91.39,258.4289551,847.864053,47.48,50.44752419,73,6.93,1,1538015700
408,Severo-Yeniseyskiy,RU,60.37,93.04,488.1102295,1601.411565,43.35,48.95494048,76,3.18,48,1538015967
409,Shkoder,AL,42.07,19.51,13.3200655,43.70100369,53.6,53.75295351,32,9.17,0,1538013600
410,Chuy,UY,-33.69,-53.46,22.76799965,74.69816397,61.44,61.70144357,98,15.93,92,1538015967
411,Concarneau,FR,47.88,-3.92,27.82577705,91.29192239,55.4,55.71952173,76,5.82,0,1538015400
412,Ahipara,NZ,-35.17,173.16,0,0,58.38,58.38,76,11.45,76,1538015897
413,Merritt,CA,50.11,-120.79,600,1968.504,60.8,67.689764,63,2.24,1,1538013600
414,Kjollefjord,NO,70.95,27.35,8.979733467,29.46106875,36.87,36.97311374,97,14.03,92,1538015968
415,Shimoda,JP,34.7,138.93,80.11146545,262.8329003,64.4,65.31991515,88,17.22,75,1538013600
416,Coihueco,CL,-36.63,-71.83,260.9804382,856.235061,57.2,60.19682271,71,6.93,0,1538010000
417,Kalmunai,LK,7.42,81.82,6.032838345,19.79277735,80.34,80.40927472,91,4.07,0,1538015896
418,Southbridge,NZ,-43.81,172.25,25,82.021,55.4,55.6870735,43,9.17,0,1538013600
419,Rio Gallegos,AR,-51.62,-69.22,12.00504971,39.38664728,41,41.13785327,75,12.75,20,1538013600
420,Sungaipenuh,ID,-2.08,101.38,1003.413452,3292.03899,70.8,82.32213647,92,1.61,76,1538015879
421,Taltal,CL,-25.41,-70.49,11.98042774,39.30586655,51.36,51.49757053,87,1.5,0,1538015969
422,Mackay,AU,-21.15,149.2,5,16.4042,78.8,78.8574147,50,11.41,0,1538010000
423,Meulaboh,ID,4.14,96.13,4.68382597,15.36688359,82.23,82.28378409,100,3.29,0,1538015970
424,Makat,KZ,47.65,53.35,-22.19468689,-72.81721654,53.79,53.53513974,78,16.04,68,1538015899
425,Labuhan,ID,-2.54,115.51,44.66501236,146.5387591,89.07,89.58288566,54,3.74,0,1538015971
426,Kupang,ID,-10.16,123.6,57.07017517,187.2381135,89.6,90.2553334,43,9.17,20,1538011800
427,Myitkyina,MM,25.38,97.4,146.7365723,481.4192158,77.73,79.41496726,94,1.16,44,1538015971
428,Autazes,BR,-3.58,-59.13,22.92487907,75.21286026,79.08,79.34324501,90,2.95,12,1538015972
429,Tromso,NO,69.65,18.96,2.832888842,9.294255027,34.17,34.20252989,100,2.73,92,1538015689
430,Okhotsk,RU,59.36,143.24,7.531555653,24.70982905,49.65,49.7364844,84,2.95,64,1538015972
431,Anadyr,RU,64.73,177.51,12.15093803,39.86528354,48.2,48.33952849,93,20.13,90,1538013600
432,Uglegorsk,RU,49.08,142.06,20.98456192,68.84699013,57.03,57.27096447,72,7.2,0,1538015972
433,Gandzak,AM,40.33,45.12,1968.792725,6459.293923,59,81.60752873,62,2.24,0,1538013600
434,Nalut,LY,31.86,10.98,621.4334106,2038.823591,66.3,73.43588257,91,9.44,92,1538015973
435,Fasa,IR,28.94,53.65,1368,4488.18912,62.6,78.30866192,27,4.7,0,1538013600
436,Tuxtla,MX,20,-97.65,991.9199829,3254.330757,56.58,67.97015765,94,0.94,76,1538015973
437,Harper,LR,4.38,-7.71,9.74244976,31.96341887,77.91,78.02187197,100,13.24,92,1538015974
438,Las Vegas,US,36.17,-115.15,620.7703857,2036.648312,91.94,99.06826909,15,5.82,1,1538014500
439,Vardo,NO,70.37,31.11,2.702222109,8.865558384,41,41.03102945,75,12.75,0,1538014800
440,Mount Isa,AU,-20.73,139.49,347.8130798,1141.119065,89.6,93.59391673,17,12.75,20,1538013600
441,Vicksburg,US,32.35,-90.88,59.375,194.799875,73.94,74.62179956,100,6.93,75,1538014500
442,Chulman,RU,56.84,124.9,748.00177,2454.074127,54.33,62.91925945,63,7.65,24,1538015975
443,Novikovo,RU,51.15,37.89,122.4409637,401.7092115,38.58,39.98598224,69,14.47,80,1538015975
444,Collie,AU,-33.36,116.15,198.0740509,649.8492692,60.45,62.72447244,71,9.22,8,1538015976
445,Limbang,MY,4.75,115,6.311110973,20.70574533,89.6,89.67247011,62,4.7,75,1538013600
446,Saint-Augustin,CA,45.63,-73.98,58.34607697,191.4241432,60.8,61.4699845,76,3.36,75,1538013600
447,Raudeberg,NO,61.99,5.14,141.2749023,463.5003506,48.2,49.82225123,81,8.05,92,1538014800
448,Glace Bay,CA,46.2,-59.96,22.34633446,73.31474794,62.6,62.85660162,93,21.92,90,1538013600
449,Ormara,PK,25.21,64.64,0.146699846,0.481298722,79.35,79.35168455,94,12.01,56,1538015977
450,Terpinnya,UA,46.97,35.42,61.80444336,202.77049,32.73,33.43969671,90,3.62,0,1538015977
451,Santa Cruz,US,36.97,-122.03,5.399132252,17.71368906,69.08,69.14199791,93,4.7,90,1538013360
452,Monzon,ES,41.91,0.19,276.9311218,908.5667017,57.2,60.37998346,87,3.36,12,1538015400
453,Muncar,ID,-8.43,114.34,3.534222126,11.59521732,80.7,80.74058326,77,5.97,0,1538015978
454,Soe,ID,-9.86,124.28,859.5507202,2820.048385,82.95,92.82016935,54,3.85,0,1538015978
455,Kalabo,ZM,-15,22.67,1029.24707,3376.794958,66.21,78.02878235,48,5.08,0,1538015979
456,College,US,64.86,-147.8,134.5596924,441.4688212,50,51.54514087,64,4.7,90,1538013480
457,Lamphun,TH,18.58,99.01,292.5387268,959.7727565,87.8,91.15920465,66,2.24,20,1538015400
458,Havoysund,NO,71,24.66,18.35591125,60.22280788,39.2,39.41077983,80,34.45,75,1538013000
459,Garissa,KE,-0.46,39.64,143.0213318,469.2301062,74.31,75.95230537,79,11.34,24,1538015980
460,Fort Wellington,GY,6.4,-57.6,4.727466583,15.51006146,83.13,83.18428522,97,14.03,8,1538015980
461,Tiebissou,CI,7.16,-5.23,176.260437,578.2822922,73.4,75.42398802,100,3.18,90,1538013600
462,Changji,CN,32.07,116.17,53.8524437,176.6812514,72.96,73.57838438,77,5.97,0,1538015980
463,Alvinopolis,BR,-20.11,-43.05,622.5621948,2042.526951,64.68,71.82884433,66,6.98,0,1538015981
464,Alofi,NU,-19.06,-169.92,63.18806839,207.3099423,80.6,81.3255848,65,13.87,75,1538013600
465,Barra Patuca,HN,15.8,-84.28,0,0,83.31,83.31,92,8.1,64,1538015981
466,Rocha,UY,-34.48,-54.34,21.44919205,70.37136724,57.93,58.17629979,97,13.35,92,1538015840
467,Bogorodskoye,RU,52.37,140.44,33.34044266,109.3846579,57.66,58.0428463,69,4.07,0,1538015981
468,Voskresenskoye,RU,56.84,45.43,104.5755005,343.095485,39.66,40.8608342,74,10.78,80,1538015982
469,Clyde River,CA,70.47,-68.59,0.30120784,0.988214731,24.8,24.80345875,79,4.7,90,1538013600
470,Majene,ID,-3.54,118.97,8.309394836,27.26179496,84.48,84.57541628,90,17.72,0,1538015982
471,Socorro,US,31.65,-106.3,1117.034424,3664.811219,71.6,84.42683927,52,9.17,1,1538013480
472,Little Current,CA,45.98,-81.93,188.8426666,619.5625744,51.8,53.96846901,81,8.05,1,1538013600
473,Plettenberg Bay,ZA,-34.05,23.37,55.38378525,181.705338,59.91,60.54596868,100,2.84,64,1538015981
474,Kidal,ML,18.44,1.41,458.9093628,1505.608194,70.71,75.97962868,31,1.83,8,1538015983
475,Puerto Carreno,CO,6.19,-67.49,57.4738884,188.562632,80.6,81.25996921,83,2.51,40,1538013600
476,Mehran,IR,33.12,46.17,152.4965057,500.3166359,64.4,66.15110823,48,4.7,0,1538013600
477,Larsnes,NO,62.2,5.58,54.81570053,179.8415429,46.4,47.0294454,81,13.87,92,1538014800
478,Aklavik,CA,68.22,-135.01,5.6412673,18.50809541,30.2,30.26477833,74,4.7,40,1538013660
479,Mawlaik,MM,23.63,94.42,99,324.80316,81.78,82.91681106,80,2.73,24,1538015984
480,Lakatoro,VU,-16.11,167.42,37.41889572,122.7654098,77.37,77.79967893,98,8.21,92,1538015984
481,Uk,RU,55.08,98.86,499.3543701,1638.301792,41.28,47.01405627,79,6.98,80,1538015985
482,Sibu,MY,2.29,111.83,9,29.52756,84.2,84.30334646,79,1.12,75,1538013600
483,Muros,ES,42.77,-9.06,103.7368393,340.3439718,62.6,63.7912039,77,5.82,0,1538015400
484,Svetlogorsk,RU,53.14,59.15,329.2284546,1080.145883,57.2,60.98051059,47,11.18,75,1538013600
485,Bukachacha,RU,52.99,116.91,698.4407349,2291.472301,57.75,65.77015305,45,8.21,56,1538015985
486,Cap-Aux-Meules,CA,47.38,-61.86,10.88622189,35.71595221,62.6,62.72500583,93,27.51,75,1538013600
487,Krasnoarmeyskiy,RU,46.12,40.39,73.09447479,239.8112767,37.59,38.42933947,82,2.95,0,1538015986
488,Ketchikan,US,55.34,-131.65,0,0,55.04,55.04,96,5.82,90,1538013360
489,Tahe,CN,52.34,124.71,357.3502197,1172.408895,61.98,66.08343113,53,5.86,0,1538015987
490,Peace River,CA,56.23,-117.29,320,1049.8688,44.6,48.2745408,87,6.93,75,1538013600
491,Beberibe,BR,-4.18,-38.13,20.7591114,68.10732306,80.6,80.83837563,74,16.11,40,1538013600
492,Ampanihy,MG,-24.69,44.75,234.6481171,769.8429284,59.91,62.60445025,71,2.73,0,1538015987
493,Bongandanga,CD,1.51,21.07,382.0401306,1253.412542,71.79,76.1769439,94,1.5,44,1538015987
494,Mbini,GQ,1.58,9.62,16.82951355,55.21494123,75.2,75.39325229,100,2.24,40,1538010000
495,Obo,CF,5.39,26.49,642.2044678,2106.970106,67.11,74.48439537,87,2.95,0,1538015988
496,Tokonou,GN,9.65,-9.78,546.2836304,1792.269186,69.27,75.54294215,89,3.4,68,1538015988
497,Son La,VN,21.32,103.9,649.8135986,2131.934447,78.09,85.55177056,83,2.17,76,1538015988
498,Ewa Beach,US,21.32,-158.01,4.000207424,13.12404053,87.08,87.12593414,91,4.7,75,1538014440
499,Aleppo,SY,36.2,37.17,404.5467834,1327.253269,56.76,61.40538644,88,2.95,0,1538015989
500,Truro,CA,45.37,-63.3,11,36.08924,68,68.12631234,100,24.16,90,1538013600
501,Anton Lizardo,MX,19.05,-95.98,6,19.68504,78.8,78.86889764,83,6.42,5,1538012520
